Meter Number,Account Name,Borough,Service Start Date,is_federal,is_bws,Meter AMR,# days,Consumption (HCF),Current Charges,Other Charges,Service End Date,Building,Estimated score,Bill Analyzed score
E21224829,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/14/2015,True,True,True,372,0,472.08,0.0,12/20/2016,209_114-26 208TH STREET,0.0,1.0
E21224830,FHA REPOSSESSED HOUSES (GROUP II),FHA,12/14/2015,True,True,True,688,0,873.09,0.0,11/01/2017,212_130-15 135TH PLACE,0.0,1.0
E21224885,FHA REPOSSESSED HOUSES (GROUP X),FHA,08/22/2015,True,True,False,235,27,324.57,0.0,04/13/2016,284_136-15 221ST STREET,0.0,1.0
E21225014,FHA REPOSSESSED HOUSES (GROUP I),FHA,04/21/2014,True,True,True,2043,448,4352.77,41.88,10/22/2019,209_115-21 200TH STREET,0.06382978723404255,1.0
E21225072,FHA REPOSSESSED HOUSES (GROUP IV),FHA,03/17/2016,True,True,True,1498,619,6299.33,0.0,10/22/2019,226_197-22 122ND AVENUE,0.02040816326530612,0.9591836734693877
E21225120,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/24/2014,True,True,True,731,270,2644.66,0.0,12/24/2016,209_177-48 BAISLEY BOULEVARD,0.9583333333333334,1.0
E21225755,FHA REPOSSESSED HOUSES (GROUP I),FHA,06/21/2017,True,True,True,1037,182,1848.24,39.34,10/22/2019,209_178-14 BAISLEY BOULEVARD,0.0,0.9714285714285714
E21225787,FHA REPOSSESSED HOUSES (GROUP II),FHA,12/09/2015,True,True,True,1597,420,4804.8,541.87,10/22/2019,212_113-14 196TH STREET,0.0,0.9423076923076923
E21225871,FHA REPOSSESSED HOUSES (GROUP VII),FHA,02/22/2015,True,True,True,1887,591,5791.82,19.87,10/22/2019,274_114-42 200TH STREET,0.0,1.0
E21226032,FHA REPOSSESSED HOUSES (GROUP IV),FHA,11/14/2012,True,True,True,1219,28,2529.61,1077.41,03/17/2016,226_197-22 122ND AVENUE,0.0,0.918918918918919
E21226217,FHA REPOSSESSED HOUSES (GROUP V),FHA,07/22/2014,True,True,True,2102,268,3269.22,118.02,10/22/2019,260_219-30 102ND AVENUE,0.0,1.0
E21226233,FHA REPOSSESSED HOUSES (GROUP I),FHA,01/14/2013,True,True,False,2658,78,3360.09,118.02,10/25/2019,209_202-06 116TH AVENUE,0.8235294117647058,0.9882352941176471
E21226549,FHA REPOSSESSED HOUSES (GROUP II),FHA,01/14/2013,True,True,True,2656,803,4443.44,39.34,10/22/2019,212_129-04 142ND STREET,0.0,0.9411764705882353
E21226916,FHA REPOSSESSED HOUSES (GROUP V),FHA,08/21/2013,True,True,True,1991,182,2571.29,118.02,10/22/2019,260_117-37 192ND STREET,0.0,1.0
E21226991,FHA REPOSSESSED HOUSES (GROUP X),FHA,12/13/2012,True,True,True,2688,590,5773.66,157.36,10/22/2019,284_114-34 146TH STREET,0.0,0.9883720930232558
E21227894,FHA REPOSSESSED HOUSES (GROUP III),FHA,03/26/2014,True,True,True,2222,73,2819.75,157.36,10/22/2019,213_138-17 230TH PLACE,0.9054054054054054,1.0
E21228007,FHA REPOSSESSED HOUSES (GROUP IX),FHA,07/22/2014,True,True,True,2102,2479,24490.23,0.0,10/22/2019,283_173-09 143RD ROAD,0.0,0.9710144927536232
E21228114,FHA REPOSSESSED HOUSES (GROUP I),FHA,07/22/2014,True,True,True,1065,199,1909.66,0.0,06/21/2017,209_178-14 BAISLEY BOULEVARD,0.0,1.0
E21855193,EAST 173RD STREET-VYSE AVENUE,BRONX,02/26/2013,True,True,True,1696,17589,167198.88,1700.19,10/19/2017,338_BLD 03,0.0,0.9636363636363636
E21855209,EAST 173RD STREET-VYSE AVENUE,BRONX,02/16/2013,True,True,True,1705,15250,146795.97,0.0,10/18/2017,338_BLD 01,0.0,0.9636363636363636
E22317869,FENIMORE-LEFFERTS,BROOKLYN,11/23/2014,True,True,True,1978,1526,15193.56,0.0,10/22/2019,205_BLD 01,0.2,1.0
E23129096,FHA REPOSSESSED HOUSES (GROUP V),FHA,03/22/2018,True,True,True,765,127,1167.34,78.68,10/25/2019,260_108-15 164TH PLACE,0.76,1.0
E23152232,FHA REPOSSESSED HOUSES (GROUP IV),FHA,12/20/2015,True,True,True,1586,560,5599.7,0.0,10/22/2019,226_186-10 FOCH BOULEVARD,0.0,1.0
E23152563,FHA REPOSSESSED HOUSES (GROUP VI),FHA,07/22/2014,True,True,True,947,27,1201.76,0.0,02/23/2017,273_228-39 MENTONE AVENUE,0.8387096774193549,0.967741935483871
E94618885,WEST 84TH STREET,MANHATTAN,11/14/2012,True,True,False,2717,18392,179449.62,0.0,10/22/2019,359_BLD 01,0.0,0.9767441860465116
E97172487,CLAREMONT REHAB (GROUP 4),BRONX,11/14/2012,True,True,True,2717,9899,96267.96,0.0,10/22/2019,335_BLD 03,0.0,0.9651162790697675
E98161917,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2719,19146,187626.85,0.0,10/25/2019,377_BLD 28,0.20930232558139536,0.9651162790697675
E99343083,BUSHWICK II CDA (GROUP E),BROOKLYN,12/13/2012,True,True,True,1755,24929,237478.4,0.0,10/03/2017,324_BLD 01,0.0,0.9821428571428571
G11019423,LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,04/18/2018,True,True,True,736,8141,82844.83,0.0,10/22/2019,292_BLD 02,0.0,1.0
G11023092,SOUTH JAMAICA II,QUEENS,09/21/2017,True,True,True,945,4437,44792.96,460.65,10/22/2019,66_BLD 13,0.0,0.9285714285714286
G13008289,SOUTH JAMAICA II,QUEENS,03/15/2018,True,True,True,770,7326,0.0,0.0,10/22/2019,66_BLD 18,0.0,0.96
G13008478,SOUTH JAMAICA II,QUEENS,08/22/2010,True,True,True,4057,1799,0.0,0.0,10/22/2019,66_BLD 17,0.0,1.0
G13013630,SOUTH JAMAICA II,QUEENS,11/17/2017,True,True,True,821,3269,0.0,0.0,10/22/2019,66_BLD 14,0.0,1.0
G13023666,SAMUEL (CITY),MANHATTAN,07/22/2014,False,True,True,2102,6591,64998.15,0.0,10/22/2019,377_BLD 32,0.0,0.9855072463768116
G13023696,SAMUEL (CITY),MANHATTAN,09/20/2013,False,True,True,518,2742,26475.16,0.0,11/19/2015,377_BLD 24,0.125,1.0
G13029990,SAMUEL (CITY),MANHATTAN,11/19/2015,False,True,True,1617,11026,110164.56,0.0,10/22/2019,377_BLD 24,0.057692307692307696,1.0
G13031843,LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,11/24/2015,True,True,True,1612,487833,580378.7,0.0,10/22/2019,292_BLD 01,0.3673469387755102,0.9795918367346939
G13035022,SAMUEL (CITY),MANHATTAN,11/19/2012,False,True,True,1304,5433,47433.12,3866.51,06/15/2016,377_BLD 31,0.0967741935483871,0.967741935483871
G13035140,SAMUEL (CITY),MANHATTAN,08/20/2015,False,True,True,1062,10273,101409.54,0.0,07/17/2018,377_BLD 01,0.0,1.0
G13035785,SAMUEL (CITY),MANHATTAN,11/22/2015,False,True,True,958,5968,58915.64,0.0,07/17/2018,377_BLD 06,0.09375,1.0
G13036219,SAMUEL (CITY),MANHATTAN,08/20/2015,False,True,True,1708,21427,214372.11,0.0,10/22/2019,377_BLD 18,0.0,1.0
G13036223,SAMUEL (CITY),MANHATTAN,01/23/2019,False,True,True,458,3134,32136.72,0.0,10/25/2019,377_BLD 23,0.6666666666666666,1.0
G13039021,SAMUEL (CITY),MANHATTAN,08/17/2017,False,True,True,980,7101,71742.15,0.0,10/22/2019,377_BLD 13,0.030303030303030304,1.0
G13039139,BUSHWICK II (GROUPS A & C),BROOKLYN,02/01/2017,True,True,True,194,1374,13558.51,0.0,08/14/2017,302_BLD 04,0.0,1.0
G13039199,SAMUEL (CITY),MANHATTAN,08/17/2017,False,True,True,980,7095,71378.46,0.0,10/22/2019,377_BLD 14,0.0,1.0
G13039449,BOULEVARD,BROOKLYN,02/07/2017,False,True,True,562,9993,33096.94,0.0,08/23/2018,46_BLD 08,0.0,0.9411764705882353
G13042166,LOWER EAST SIDE II,MANHATTAN,02/21/2018,True,True,True,792,23873,242413.9,0.0,10/22/2019,337_BLD 05,0.0,1.0
G15004279,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,01/23/2015,True,True,True,1263,31504,309952.81,0.0,07/17/2018,293_BLD 02,0.2564102564102564,1.0
G17003745,SOUTH JAMAICA II,QUEENS,12/22/2013,True,True,True,2314,59489,585688.29,0.0,10/22/2019,66_BLD 16,0.0,0.9466666666666667
G17004105,SOUTH JAMAICA I,QUEENS,10/04/2013,True,True,True,685,18948,179978.4,0.0,08/20/2015,8_BLD 02,0.0,1.0
G17004106,SOUTH JAMAICA I,QUEENS,06/30/2011,True,True,True,1130,10069,180990.45,0.0,08/20/2015,8_BLD 11,0.05555555555555555,1.0
H00012443,LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,11/16/2012,True,True,True,1103,29878,211754.56,67726.83,11/24/2015,292_BLD 01,0.9166666666666666,1.0
H07052143,BUSHWICK II CDA (GROUP E),BROOKLYN,11/16/2012,True,True,False,2417,4267,41254.67,0.0,06/30/2019,324_BLD 02,0.922077922077922,0.987012987012987
H71904113,BUSHWICK II CDA (GROUP E),BROOKLYN,11/16/2012,True,True,False,1753,32889,313640.87,0.0,10/05/2017,324_BLD 05,1.0,0.9473684210526315
H71904571,BUSHWICK II CDA (GROUP E),BROOKLYN,11/16/2012,True,True,False,1784,29402,279203.25,0.0,10/05/2017,324_BLD 04,0.9090909090909091,1.0
HG0003940,CLAREMONT REHAB (GROUP 2),BRONX,11/16/2012,True,True,False,2671,2045,19901.23,0.0,11/10/2019,307_BLD 06,0.9761904761904762,1.0
I00301215,LONGFELLOW AVENUE REHAB,BRONX,12/15/2012,True,True,True,95,2175,19096.72,0.0,03/20/2013,362_BLD 01,0.0,1.0
I02340815,EAST 173RD STREET-VYSE AVENUE,BRONX,06/30/2012,True,True,False,998,23434,215021.7,0.0,03/25/2015,338_BLD 06,0.8571428571428571,1.0
I03016458,TAPSCOTT STREET REHAB,BROOKLYN,01/14/2013,True,True,True,948,5257,47710.25,1188.29,08/20/2015,354_BLD 06,0.07692307692307693,0.9230769230769231
I11009041,LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,11/14/2012,True,True,True,1949,21915,209322.8,0.0,04/18/2018,292_BLD 02,0.5573770491803278,1.0
I13005250,WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,11/14/2012,True,True,True,2071,17169,164296.56,0.0,07/17/2018,523_BLD 05,0.0,0.9696969696969697
I13005313,WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,11/14/2012,True,True,True,2077,24347,233832.76,0.0,07/23/2018,523_BLD 03,0.0,0.9538461538461539
I13006127,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,11/14/2012,True,True,True,1898,14182,135770.47,0.0,01/25/2018,368_BLD 06,0.0,0.95
I13007391,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,3180,27790,270016.59,0.0,10/22/2019,377_BLD 10,0.19767441860465115,0.9651162790697675
I13007923,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2070,10834,103365.07,0.0,07/15/2018,377_BLD 37,0.1864406779661017,0.9491525423728814
I13008163,EAST 165TH STREET-BRYANT AVENUE,BRONX,01/14/2013,True,True,True,948,10906,102296.75,0.0,08/20/2015,304_BLD 02,0.0,0.9310344827586207
I13009691,WASHINGTON HEIGHTS REHAB PHASE IV (D),MANHATTAN,12/13/2012,True,True,True,476,3470,31482.11,0.0,04/03/2014,331_BLD 04,0.0,0.9285714285714286
I13009931,HUNTS POINT AVENUE REHAB,BRONX,12/13/2012,True,True,True,1743,29262,278834.12,0.0,09/21/2017,367_BLD 13,0.01818181818181818,0.9818181818181818
I13009976,BOYNTON AVENUE REHAB,BRONX,11/14/2012,True,True,True,505,3838,34771.52,0.0,04/03/2014,346_BLD 02,0.07142857142857142,0.9285714285714286
I13010131,BOYNTON AVENUE REHAB,BRONX,11/14/2012,True,True,True,505,3950,35620.3,0.0,04/03/2014,346_BLD 01,0.0,0.9285714285714286
I13011093,WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,11/14/2012,True,True,True,2717,23604,231016.72,0.0,10/22/2019,330_BLD 02,0.046511627906976744,0.9767441860465116
I13011099,WASHINGTON HEIGHTS REHAB PHASE IV (D),MANHATTAN,11/14/2012,True,True,True,505,4610,41708.02,0.0,04/03/2014,331_BLD 3,0.0,0.9285714285714286
I13011371,TAPSCOTT STREET REHAB,BROOKLYN,11/23/2014,True,True,True,269,4283,41222.34,0.0,08/19/2015,354_BLD 01,0.0,1.0
I13012733,LOWER EAST SIDE II,MANHATTAN,11/14/2012,True,True,True,2717,64719,629502.22,0.0,10/22/2019,337_BLD 03,0.0,0.9767441860465116
I13013828,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,01/14/2013,True,True,True,1852,15622,149655.04,0.0,05/22/2018,366_BLD 01,0.0,0.9666666666666667
I13013834,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,12/13/2012,True,True,True,1876,10981,105389.45,0.0,02/01/2018,366_BLD 04,0.0,0.9833333333333333
I13014299,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,12/13/2012,True,True,True,1837,19872,189485.11,0.0,01/26/2018,368_BLD 07,0.0,0.9827586206896551
I13017366,SAMUEL (CITY),MANHATTAN,06/15/2016,False,True,True,781,3178,31436.91,0.0,08/22/2018,377_BLD 31,0.0,0.9629629629629629
I13017730,EAST 165TH STREET-BRYANT AVENUE,BRONX,01/14/2013,True,True,True,948,13767,128932.9,0.0,08/20/2015,304_BLD 03,0.0,0.9310344827586207
I13018424,EAST 165TH STREET-BRYANT AVENUE,BRONX,11/14/2012,True,True,True,1009,9970,92737.42,0.0,08/20/2015,304_BLD 05,0.0,0.9333333333333333
I15001931,HOWARD AVENUE,BROOKLYN,11/14/2012,True,True,True,1771,21000,201061.52,0.0,09/20/2017,339_BLD 01,0.0,0.9636363636363636
I15002043,HOWARD AVENUE-PARK PLACE,BROOKLYN,12/11/2012,True,True,True,1745,18529,177302.79,0.0,09/21/2017,365_BLD 06,0.0,0.9818181818181818
I15002044,HOWARD AVENUE-PARK PLACE,BROOKLYN,12/13/2012,True,True,True,1743,20797,199637.79,0.0,09/21/2017,365_BLD 07,0.12727272727272726,0.9818181818181818
I15002192,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,12/15/2012,True,True,False,1370,13104,124631.77,0.0,09/15/2016,358_BLD 03,0.9545454545454546,1.0
I15910947,SOUTH JAMAICA I,QUEENS,12/13/2012,True,True,True,980,17953,166582.42,0.0,08/20/2015,8_BLD 04,0.0,0.9333333333333333
JW7204540,FHA REPOSSESSED HOUSES (GROUP VII),FHA,10/17/2012,True,True,False,1590,314,3004.88,0.0,02/23/2017,274_195-09 119TH AVENUE,0.875,0.9791666666666666
JW7204830,FHA REPOSSESSED HOUSES (GROUP X),FHA,10/17/2012,True,True,False,1039,417,3873.8,0.0,08/22/2015,284_136-15 221ST STREET,1.0,1.0
K10282081,CLINTON,MANHATTAN,12/13/2012,True,True,True,649,61723,566322.61,0.0,09/24/2014,123_BLD 05,0.3157894736842105,0.9473684210526315
K10339940,RED HOOK EAST,BROOKLYN,12/15/2012,True,True,False,92,0,36.93,0.0,03/17/2013,4_loc_16,0.0,1.0
K10916574,WILLIAMSBURG,BROOKLYN,12/13/2012,True,True,True,1531,1052,10043.93,0.0,02/21/2017,2_BLD 21 - Community Center,0.0,0.9791666666666666
K12109720,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/16/2012,True,True,False,1811,725,6935.43,0.0,11/01/2017,260_133-16 VAN WYCK EXPRESSWAY,0.9649122807017544,0.9824561403508771
K12109723,FHA REPOSSESSED HOUSES (GROUP I),FHA,11/14/2012,True,True,True,2717,372,4615.01,576.13,10/22/2019,209_132-19 BENNETT COURT,0.0,0.9767441860465116
K12468789,BAISLEY PARK,QUEENS,01/14/2013,True,True,True,1989,55246,530929.42,0.0,07/06/2018,91_BLD 02,0.0,0.953125
K12468790,BAISLEY PARK,QUEENS,01/14/2013,True,True,True,1105,34634,328398.84,0.0,01/14/2016,91_BLD 01,0.14705882352941177,1.0
K12486678,WEST FARMS ROAD REHAB,BRONX,12/13/2012,True,True,True,678,19542,146094.83,0.0,10/22/2014,360_BLD 02,0.0,0.9411764705882353
K12499916,FRANKLIN AVENUE I CONVENTIONAL,BRONX,12/13/2012,True,True,True,476,5517,50038.95,0.0,04/03/2014,525_BLD 08,0.0,0.9285714285714286
K13060723,BAISLEY PARK,QUEENS,01/14/2013,True,True,True,2565,4687,45408.1,0.0,10/22/2019,91_BLD 09,0.0,0.9878048780487805
K13090623,INTERNATIONAL TOWER,QUEENS,01/14/2013,True,True,True,127,3694,32433.69,0.0,05/21/2013,316_BLD 01,0.0,1.0
K13092220,CONLON LIHFE TOWER,QUEENS,11/14/2012,True,True,True,1707,121370,1159343.39,0.0,08/15/2017,232_BLD 01,0.0,0.9791666666666666
K13092222,CLINTON,MANHATTAN,12/13/2012,True,True,True,648,59873,565722.45,0.0,09/22/2014,123_BLD 05,0.0,0.9473684210526315
K13151725,REHAB PROGRAM (COLLEGE POINT),QUEENS,10/17/2012,True,True,True,2773,4497,44258.35,0.0,10/20/2019,143_BLD 01,0.0975609756097561,1.0
K13200145,FHA REPOSSESSED HOUSES (GROUP V),FHA,01/14/2013,True,True,True,1893,927,8807.22,0.0,03/22/2018,260_102-36 187TH STREET,0.0,0.9454545454545454
K13203068,FORT WASHINGTON AVENUE REHAB,MANHATTAN,11/14/2012,True,True,True,2717,138635,1352505.71,0.0,10/22/2019,309_BLD 01,0.0,0.9759036144578314
K14032543,QUEENSBRIDGE NORTH,QUEENS,12/13/2012,True,True,True,221,5109,45258.17,0.0,07/22/2013,505_BLD 11,0.4,1.0
K14040254,SOUTH JAMAICA II,QUEENS,11/16/2012,True,True,True,554,5557,50409.53,0.0,05/24/2014,66_BLD 17,1.0,1.0
K14040263,UNION AVENUE-EAST 166TH STREET,BRONX,01/14/2013,True,True,True,2658,5635,55009.66,0.0,10/22/2019,356_BLD 01,0.109375,0.96875
K14040273,SOUTH JAMAICA II,QUEENS,01/14/2013,True,True,True,2656,25314,246515.08,0.0,10/22/2019,66_BLD 21,0.0,0.9642857142857143
K14093448,MARLBORO,BROOKLYN,03/07/2012,False,True,True,805,24048,214351.12,0.0,05/21/2014,83_BLD 29,0.2,1.0
K14164112,BOULEVARD,BROOKLYN,12/13/2012,False,True,True,2079,10330,73730.04,1194.02,08/23/2018,46_BLD 02,0.0,0.984375
K14198012,SOUTH JAMAICA I,QUEENS,03/06/2013,True,True,True,353,6349,58010.47,0.0,03/23/2014,8_BLD 11,0.6,1.0
K14198017,SOUTH JAMAICA I,QUEENS,10/17/2012,True,True,True,584,12908,116900.57,0.0,05/24/2014,8_BLD 06,1.0,1.0
K14204417,FRANKLIN AVENUE II CONVENTIONAL,BRONX,11/14/2012,True,True,True,2207,11613,111398.57,0.0,11/30/2018,531_BLD 04,0.014285714285714285,0.9714285714285714
K14204430,WEST FARMS SQUARE CONVENTIONAL,BRONX,11/14/2012,True,True,True,505,3757,34055.66,0.0,04/03/2014,526_BLD 02,0.0,0.9285714285714286
K14204432,FRANKLIN AVENUE I CONVENTIONAL,BRONX,01/14/2013,True,True,True,444,2734,24820.84,0.0,04/03/2014,525_BLD 09,0.0,0.9230769230769231
K14211042,WILLIAMSBURG,BROOKLYN,10/19/2012,True,True,True,1064,22,1501.19,36.8,09/21/2015,2_BLD 09,0.0,0.967741935483871
K14211089,WILLIAMSBURG,BROOKLYN,11/14/2012,True,True,True,2689,3130,31343.67,118.02,10/22/2019,2_BLD 13,0.0,0.9523809523809523
K14211457,BELMONT-SUTTER AREA,BROOKLYN,01/24/2012,True,True,True,1304,16352,148086.48,0.0,08/20/2015,345_BLD 02,0.047619047619047616,1.0
K14211459,BELMONT-SUTTER AREA,BROOKLYN,11/16/2012,True,True,True,979,8126,76207.07,0.0,08/20/2015,345_BLD 03,0.3448275862068966,0.9655172413793104
K14211460,BELMONT-SUTTER AREA,BROOKLYN,11/16/2012,True,True,True,979,15512,145628.72,0.0,08/20/2015,345_BLD 01,0.3448275862068966,0.9655172413793104
K14625715,CLAREMONT REHAB (GROUP 4),BRONX,11/14/2012,True,True,True,343,8078,72078.2,0.0,10/23/2013,335_BLD 05,0.0,1.0
K14821578,FHA REPOSSESSED HOUSES (GROUP II),FHA,10/17/2012,True,True,False,1841,560,5639.55,0.0,11/01/2017,212_210-35 113TH AVENUE,0.9137931034482759,0.9827586206896551
K14821593,FHA REPOSSESSED HOUSES (GROUP X),FHA,01/14/2013,True,True,True,2656,382,4927.62,535.53,10/22/2019,284_110-05 225TH STREET,0.0,0.9647058823529412
K14834217,WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,12/15/2012,True,True,True,2688,1603,15633.85,0.0,10/25/2019,330_BLD 01,0.9186046511627907,1.0
K15027827,CLAREMONT REHAB (GROUP 4),BRONX,10/09/2012,True,True,True,1031,4179,38770.23,0.0,08/06/2015,335_BLD 02,0.75,1.0
K15064459,SOUTH JAMAICA I,QUEENS,10/17/2012,True,True,True,584,8176,74045.8,0.0,05/24/2014,8_BLD 03,1.0,0.9333333333333333
K15085849,SOUTH JAMAICA I,QUEENS,11/07/2012,True,True,True,218,6132,53839.58,0.0,06/09/2013,8_BLD 01,1.0,1.0
K15085854,SOUTH JAMAICA I,QUEENS,12/15/2012,True,True,False,284,4866,43462.73,0.0,09/25/2013,8_BLD 02,1.0,1.0
K15110467,STEBBINS AVENUE-HEWITT PLACE,BRONX,10/17/2012,True,True,True,2747,53616,522354.66,0.0,10/25/2019,353_BLD 01,0.8953488372093024,0.9883720930232558
K15110471,STEBBINS AVENUE-HEWITT PLACE,BRONX,01/14/2013,True,True,True,2658,34527,337330.66,0.0,10/25/2019,353_BLD 01,0.5647058823529412,0.9764705882352941
K15110473,SOUTH JAMAICA I,QUEENS,10/15/2012,True,True,True,411,7540,67536.63,0.0,11/24/2013,8_BLD 09,1.0,1.0
K15110483,SOUTH JAMAICA I,QUEENS,10/15/2012,True,True,True,275,4637,41003.66,0.0,05/21/2014,8_BLD 10,0.5,1.0
K15130317,CLAREMONT REHAB (GROUP 4),BRONX,12/13/2012,True,True,True,2688,14123,131784.38,6906.14,10/22/2019,335_BLD 06,0.0,0.9382716049382716
K15130328,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2720,19920,194664.72,0.0,10/22/2019,377_BLD 10,0.013888888888888888,0.9583333333333334
K15138216,WEST FARMS ROAD REHAB,BRONX,12/15/2012,True,True,True,1749,84787,812363.26,0.0,09/25/2017,360_BLD 04,0.9642857142857143,1.0
K15139970,SOUTH JAMAICA I,QUEENS,12/15/2012,True,True,True,525,10376,94292.29,0.0,05/24/2014,8_BLD 07,1.0,1.0
K15139971,SOUTH JAMAICA I,QUEENS,10/17/2012,True,True,True,233,5280,46440.62,0.0,04/24/2014,8_BLD 05,1.0,1.0
K15139972,SOUTH JAMAICA I,QUEENS,05/25/2013,True,True,True,211,3929,36073.42,0.0,12/22/2013,8_BLD 08,0.0,1.0
K15833162,FHA REPOSSESSED HOUSES (GROUP III),FHA,01/14/2013,True,True,True,2656,2950,15201.86,0.0,10/22/2019,213_148-06 133RD AVENUE,0.0,0.9529411764705882
K15834341,FRANKLIN AVENUE III CONVENTIONAL,BRONX,11/14/2012,True,True,True,505,4694,42419.99,0.0,04/03/2014,524_BLD 07,0.07142857142857142,0.9285714285714286
K15834342,FRANKLIN AVENUE II CONVENTIONAL,BRONX,01/14/2013,True,True,True,2146,14936,144296.83,0.0,11/30/2018,531_BLD 06,0.07246376811594203,0.9710144927536232
K15838320,FRANKLIN AVENUE I CONVENTIONAL,BRONX,01/14/2013,True,True,True,444,3426,31210.53,0.0,04/03/2014,525_BLD 10,0.0,0.9230769230769231
K15842395,FHA REPOSSESSED HOUSES (GROUP V),FHA,01/14/2013,True,True,True,2656,2513,24720.92,0.0,10/22/2019,260_116-17 FARMERS BOULEVARD,0.0,0.9647058823529412
K15842657,FHA REPOSSESSED HOUSES (GROUP II),FHA,01/14/2013,True,True,True,2656,854,8338.31,124.37,10/22/2019,212_171-28 111TH AVENUE,0.0,0.9764705882352941
K15842719,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/13/2012,True,True,True,959,327,3031.15,0.0,07/30/2015,209_133-17 149TH STREET,0.0,0.9
K15846673,BOULEVARD,BROOKLYN,12/13/2012,False,True,True,1517,15051,143633.93,0.0,02/07/2017,46_BLD 08,0.02702702702702703,0.9459459459459459
K15849373,FRANKLIN AVENUE II CONVENTIONAL,BRONX,11/14/2012,True,True,True,2207,13681,130414.97,0.0,11/30/2018,531_BLD 05,0.06896551724137931,1.0
K15875741,UNION AVENUE-EAST 166TH STREET,BRONX,11/14/2012,True,True,True,1065,13545,127064.09,0.0,10/15/2015,356_BLD 03,0.045454545454545456,0.9545454545454546
K15878169,SOUTH JAMAICA II,QUEENS,11/14/2012,True,True,True,494,6169,55756.3,0.0,03/23/2014,66_BLD 24,0.0,0.9230769230769231
K15882861,FHA REPOSSESSED HOUSES (GROUP VIII),FHA,11/14/2012,True,True,True,2719,495,5686.12,78.68,10/25/2019,275_123-19 145TH STREET,0.46511627906976744,0.9883720930232558
K15890211,FHA REPOSSESSED HOUSES (GROUP III),FHA,11/14/2012,True,True,True,1435,196,1954.17,0.0,04/21/2017,213_105 EAST 45TH STREET,0.0,1.0
K15896616,UNION AVENUE-EAST 166TH STREET,BRONX,07/15/2012,True,True,True,2839,16121,158900.62,0.0,10/22/2019,356_BLD 06,0.42592592592592593,0.9629629629629629
K15896617,UNION AVENUE-EAST 166TH STREET,BRONX,01/14/2013,True,True,True,2627,32622,318466.95,0.0,10/25/2019,356_BLD 01,0.6904761904761905,0.9761904761904762
K15896627,BETANCES III,BRONX,06/30/2011,True,True,True,695,5188,43993.82,0.0,05/25/2013,222_BLD 02-03,0.5,1.0
K16040113,SOUTH BRONX AREA (SITE 402),BRONX,10/15/2012,True,True,True,343,8373,74570.4,0.0,09/23/2013,305_BLD 01,0.0,1.0
K16040115,SOUTH BRONX AREA (SITE 402),BRONX,07/16/2011,True,True,True,800,15434,132714.34,0.0,09/23/2013,305_BLD 01,1.0,1.0
K16040116,SOUTH BRONX AREA (SITE 402),BRONX,10/18/2012,True,True,True,342,2195,19546.21,0.0,09/25/2013,305_BLD 01,1.0,1.0
K16043711,SOUTH BRONX AREA (SITE 402),BRONX,10/17/2012,True,True,True,832,17549,170460.39,0.0,07/17/2015,305_BLD 01,0.92,0.96
K16047101,SOUTH JAMAICA II,QUEENS,11/16/2012,True,True,True,554,9272,84110.09,0.0,05/24/2014,66_BLD 23,1.0,1.0
K16057186,BETANCES VI,BRONX,12/13/2012,True,True,True,2163,996,9996.98,0.0,11/15/2018,285_BLD 05 - Community Center,0.0,1.0
K16057188,SOUTH JAMAICA II,QUEENS,10/17/2012,True,True,True,613,13993,126852.48,0.0,06/22/2014,66_BLD 12,0.9375,1.0
K16057190,SOUTH JAMAICA II,QUEENS,10/17/2012,True,True,True,584,8643,78275.16,0.0,05/24/2014,66_BLD 25,1.0,0.9333333333333333
K16057191,SOUTH JAMAICA II,QUEENS,10/17/2012,True,True,True,584,13410,121481.31,0.0,05/24/2014,66_BLD 22,1.0,1.0
K16057193,SOUTH JAMAICA II,QUEENS,10/17/2012,True,True,True,403,8848,79119.43,0.0,12/22/2013,66_BLD 16,0.7777777777777778,1.0
