Meter Number,Account Name,Borough,Service Start Date,is_federal,is_bws,Meter AMR,# days,Consumption (HCF),Current Charges,Other Charges,Service End Date,Building,Estimated score,Bill Analyzed score
O78610335,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,01/26/2018,True,True,True,879,6690,67953.09,0.0,01/05/2020,368_BLD 07,0.15,0.95
O78777915,SOUTH BRONX AREA (SITE 402),BRONX,07/17/2015,True,True,True,34,882,8703.49,0.0,08/20/2015,305_BLD 01,0.0,1.0
O78777916,SOUTH BRONX AREA (SITE 402),BRONX,07/17/2015,True,True,True,34,674,6650.96,0.0,08/20/2015,305_BLD 01,0.0,1.0
O78777926,SOUTH BRONX AREA (SITE 402),BRONX,07/17/2015,True,True,True,34,874,8624.54,0.0,08/20/2015,305_BLD 01,0.0,1.0
O78777952,HOWARD AVENUE-PARK PLACE,BROOKLYN,09/08/2015,True,True,True,1689,21771,218184.82,0.0,10/22/2019,365_BLD 05,0.017857142857142856,1.0
O78777959,CLAREMONT REHAB (GROUP 4),BRONX,08/06/2015,True,True,True,1055,4708,46464.37,0.0,07/06/2018,335_BLD 02,0.02857142857142857,1.0
O78778150,STUYVESANT GARDENS II,BROOKLYN,11/10/2015,True,True,True,1621,40068,400294.03,0.0,10/22/2019,333_BLD 01,0.0,0.9814814814814815
O78779238,PARK ROCK REHAB,BROOKLYN,07/07/2017,True,True,True,365,3964,39164.85,0.0,07/17/2018,351_BLD 06,0.3076923076923077,1.0
O78779254,HOWARD AVENUE,BROOKLYN,09/20/2017,True,True,True,279,4468,44119.39,0.0,07/06/2018,339_BLD 01,0.0,1.0
O78779274,BERRY STREET-SOUTH 9TH STREET,BROOKLYN,12/08/2017,True,True,True,797,9997,101047.09,0.0,10/22/2019,357_BLD 04,0.0,1.0
O78997326,HUNTS POINT AVENUE REHAB,BRONX,09/20/2017,True,True,True,946,15133,152769.18,0.0,10/22/2019,367_BLD 03,0.03333333333333333,1.0
O78997328,RALPH AVENUE REHAB,BROOKLYN,10/15/2017,True,True,True,923,3846,38889.28,0.0,10/25/2019,352_BLD 05,0.7586206896551724,1.0
O78997343,HUNTS POINT AVENUE REHAB,BRONX,09/28/2017,True,True,True,938,12073,116088.93,5723.38,10/22/2019,367_BLD 10,0.0,1.0
O78997344,CROWN HEIGHTS,BROOKLYN,10/10/2017,True,True,True,259,3260,32217.61,0.0,07/06/2018,312_BLD 03,0.0,1.0
O78997357,RALPH AVENUE REHAB,BROOKLYN,03/12/2018,True,True,True,773,10878,110555.63,0.0,10/22/2019,352_BLD 03,0.0,1.0
O78997367,HOWARD AVENUE,BROOKLYN,09/13/2017,True,True,False,909,16545,166967.99,0.0,11/10/2019,339_BLD 03,0.7727272727272727,1.0
R1343895,BRYANT AVENUE-EAST 174TH STREET,BRONX,11/16/2012,True,True,False,403,10156,91365.45,8614.29,01/25/2014,235_BLD 01,0.9,1.0
R21345895,WILLIAMSBURG,BROOKLYN,11/16/2012,True,True,False,92,9,109.61,0.0,02/16/2013,2_BLD16 - STORE 35-36,1.0,1.0
R21345896,WILLIAMSBURG,BROOKLYN,11/16/2012,True,True,False,92,9,109.61,0.0,02/16/2013,2_BLD16 - STORE 35-36,1.0,1.0
R22742332,WILLIAMSBURG,BROOKLYN,11/16/2012,True,True,False,92,264,2317.95,0.0,02/16/2013,2_BLD16 - STORE 35-36,1.0,1.0
R32599613,OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,12/24/2015,True,True,False,1538,50,1951.75,38.07,11/10/2019,51_loc_2,0.9,1.0
R32896781,WILLIAMSBURG,BROOKLYN,11/16/2012,True,True,False,92,21,184.38,0.0,02/16/2013,2_BLD16 - STORE 35-36,1.0,1.0
R42117750,TAPSCOTT STREET REHAB,BROOKLYN,12/15/2012,True,True,True,708,7964,74124.11,0.0,11/23/2014,354_BLD 01,0.7,0.95
V31625176,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2717,48210,467976.53,0.0,10/22/2019,377_BLD 03,0.012195121951219513,0.975609756097561
V31625177,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,1009,9633,90005.42,0.0,08/20/2015,377_BLD 18,0.0,0.9545454545454546
V31625178,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2717,18657,181911.43,0.0,10/22/2019,377_BLD 08,0.0,0.9534883720930233
V31625179,SAMUEL (CITY),MANHATTAN,12/15/2012,False,True,True,2686,10242,100162.34,0.0,10/22/2019,377_BLD 19,0.011764705882352941,0.9764705882352941
V31625180,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2717,28295,276669.24,0.0,10/22/2019,377_BLD 07,0.011627906976744186,0.9651162790697675
V31625181,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2061,19174,185042.26,0.0,07/17/2018,377_BLD 09,0.0,0.967741935483871
V31633777,SAMUEL (CITY),MANHATTAN,12/15/2012,False,True,True,2684,9940,98764.9,280.99,10/25/2019,377_BLD 02,0.8953488372093024,0.9883720930232558
V31655205,SAMUEL (CITY),MANHATTAN,10/17/2012,False,True,True,2285,17697,170666.83,0.0,01/23/2019,377_BLD 23,0.18309859154929578,1.0
V31655217,SAMUEL (CITY),MANHATTAN,12/13/2012,False,True,True,1708,8917,85690.13,0.0,08/17/2017,377_BLD 14,0.05405405405405406,0.918918918918919
V31655226,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,1009,9282,86602.35,0.0,08/20/2015,377_BLD 01,0.2,0.9666666666666667
V31665607,SAMUEL (CITY),MANHATTAN,11/16/2012,False,True,True,580,2444,22263.52,0.0,07/22/2014,377_BLD 24,0.3333333333333333,1.0
V31665667,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2717,9353,90264.19,0.0,10/22/2019,377_BLD 30,0.0,0.9767441860465116
V31665671,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2063,22190,213176.53,0.0,07/17/2018,377_BLD 02,0.015384615384615385,0.9692307692307692
V31665691,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2061,19874,190702.17,0.0,07/17/2018,377_BLD 05,0.0,0.9692307692307692
V31665692,SAMUEL (CITY),MANHATTAN,05/14/2012,False,True,True,2245,20344,192426.34,0.0,07/17/2018,377_BLD 04,0.0,0.96875
V31665693,SAMUEL (CITY),MANHATTAN,12/13/2012,False,True,True,1074,6664,62541.88,1.0,11/22/2015,377_BLD 06,0.12121212121212122,0.9696969696969697
V31665696,SAMUEL (CITY),MANHATTAN,01/14/2013,False,True,True,2656,19546,191491.87,0.0,10/22/2019,377_BLD 25,0.0,0.9647058823529412
V31665698,SAMUEL (CITY),MANHATTAN,12/13/2012,False,True,True,2031,18936,182188.72,0.0,07/16/2018,377_BLD 22,0.0,0.9846153846153847
V31693778,HARRISON AVENUE REHAB (GROUP B),BRONX,12/13/2012,True,True,True,2014,27755,267229.73,0.0,06/20/2018,547_BLD 02,0.0967741935483871,0.9838709677419355
V31693796,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,598,891,8731.02,0.0,07/22/2014,377_BLD 32,0.1875,1.0
V31841824,SAMUEL (CITY),MANHATTAN,01/14/2013,False,True,True,1999,19184,183966.59,0.0,07/16/2018,377_BLD 26,0.06451612903225806,0.967741935483871
V31847551,HOWARD AVENUE-PARK PLACE,BROOKLYN,01/14/2013,True,True,False,885,6023,53796.98,0.0,06/18/2015,365_BLD 01,0.0,0.9259259259259259
V31847574,SAMUEL (CITY),MANHATTAN,01/14/2013,False,True,True,2656,19402,187633.48,0.0,10/22/2019,377_BLD 27,0.03529411764705882,0.9529411764705882
V31928643,LONGFELLOW AVENUE REHAB,BRONX,11/14/2012,True,True,True,516,24423,221147.47,215.27,04/03/2014,362_BLD 02,0.0,0.9333333333333333
V31933788,LOWER EAST SIDE I INFILL,MANHATTAN,01/14/2013,True,True,True,948,19298,197892.63,17893.84,08/20/2015,326_BLD 03,0.0,0.9310344827586207
V31946013,SAMUEL (CITY),MANHATTAN,12/13/2012,False,True,True,2031,44874,429828.01,0.0,07/16/2018,377_BLD 35,0.015384615384615385,0.9846153846153847
V31952918,SAMUEL (CITY),MANHATTAN,01/14/2013,False,True,True,2656,6969,67721.19,0.0,10/22/2019,377_BLD 48,0.0,0.9764705882352941
V31959109,BERRY STREET-SOUTH 9TH STREET,BROOKLYN,11/16/2012,True,True,True,1848,11850,113342.8,0.0,12/08/2017,357_BLD 04,0.9285714285714286,1.0
V31960320,BERRY STREET-SOUTH 9TH STREET,BROOKLYN,06/30/2012,True,True,True,1987,29867,281674.99,84.09,12/08/2017,357_BLD 03,0.0,0.9655172413793104
V31960443,BERRY STREET-SOUTH 9TH STREET,BROOKLYN,12/31/2012,True,True,False,1464,23777,230223.31,0.0,01/03/2017,357_BLD 01,0.7666666666666667,1.0
V31976211,UPACA (SITE 5),MANHATTAN,12/13/2012,True,True,True,2637,80907,789664.93,0.0,10/22/2019,343_BLD 01,0.2716049382716049,0.9753086419753086
V31983271,REHAB PROGRAM (TAFT REHABS),MANHATTAN,12/13/2012,True,True,True,2658,142190,1388177.51,0.0,10/25/2019,516_BLD 03,0.18823529411764706,0.9882352941176471
V31987647,UPACA (SITE 5),MANHATTAN,03/26/2014,True,True,True,2235,328,5830.59,581.21,10/22/2019,343_BLD 01,0.0,0.9722222222222222
V48000097,FHA REPOSSESSED HOUSES (GROUP X),FHA,12/13/2012,True,True,True,1784,194,3985.23,36.8,11/01/2017,284_102-47 187TH STREET,0.0,0.9642857142857143
V48000583,FHA REPOSSESSED HOUSES (GROUP VIII),FHA,10/17/2012,True,True,False,1841,494,4722.28,0.0,11/01/2017,275_117-31 135TH STREET,0.9649122807017544,1.0
V48001903,FHA REPOSSESSED HOUSES (GROUP VI),FHA,01/14/2013,True,True,True,2656,1156,11233.88,0.0,10/22/2019,273_104-14 164TH PLACE,0.023529411764705882,0.9764705882352941
V48001921,FHA REPOSSESSED HOUSES (GROUP V),FHA,01/14/2013,True,True,True,2656,4229,42104.24,0.0,10/22/2019,260_107-29 164TH STREET,0.0,0.9764705882352941
V48002531,FHA REPOSSESSED HOUSES (GROUP III),FHA,12/13/2012,True,True,True,468,2,578.47,0.0,03/26/2014,213_138-17 230TH PLACE,0.07692307692307693,1.0
V48002806,FHA REPOSSESSED HOUSES (GROUP X),FHA,08/26/2012,True,True,True,2797,1752,16980.29,0.0,10/22/2019,284_138-20 102ND AVENUE,0.028169014084507043,0.971830985915493
V48002824,FHA REPOSSESSED HOUSES (GROUP IV),FHA,11/14/2012,True,True,True,2717,840,9912.67,503.8,10/22/2019,226_99-19 194TH STREET,0.0,0.9651162790697675
V48003162,FHA REPOSSESSED HOUSES (GROUP III),FHA,01/14/2013,True,True,True,2656,351,3877.5,118.02,10/22/2019,213_209-47 112TH AVENUE,0.023529411764705882,0.9764705882352941
V48003706,FHA REPOSSESSED HOUSES (GROUP IV),FHA,12/13/2012,True,True,True,1102,536,4988.28,0.0,12/20/2015,226_186-10 FOCH BOULEVARD,0.0,0.9705882352941176
V48005901,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/15/2012,True,True,False,1782,58,2246.09,0.0,11/01/2017,260_147-06 SUTTER AVENUE,1.0,1.0
V48008382,FHA REPOSSESSED HOUSES (GROUP VIII),FHA,01/14/2013,True,True,True,2656,1434,13993.81,0.0,10/22/2019,275_118-22 197TH STREET,0.011764705882352941,0.9764705882352941
V48008476,FHA REPOSSESSED HOUSES (GROUP IV),FHA,12/13/2012,True,True,True,972,0,1218.05,40.61,08/12/2015,226_186-16 104TH AVENUE,0.0,1.0
V48009196,FHA REPOSSESSED HOUSES (GROUP I),FHA,11/14/2012,True,True,True,2717,301,3550.36,79.95,10/22/2019,209_150-36 116TH ROAD,0.0,0.9883720930232558
V48009355,FHA REPOSSESSED HOUSES (GROUP III),FHA,11/14/2012,True,True,True,2719,39,3432.77,313.45,10/25/2019,213_144-23 166TH STREET,0.38372093023255816,0.9883720930232558
V48009383,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/14/2012,True,True,True,2717,1562,14966.38,43.15,10/22/2019,260_174-36 126TH AVENUE,0.0,0.9767441860465116
V48009852,FHA REPOSSESSED HOUSES (GROUP VII),FHA,12/13/2012,True,True,True,2688,503,7080.83,701.77,10/22/2019,274_146-23 176TH STREET,0.0,0.9651162790697675
V48010354,FHA REPOSSESSED HOUSES (GROUP X),FHA,01/14/2013,True,True,True,2656,558,5410.34,82.49,10/22/2019,284_217-09 110TH AVENUE,0.0,0.9647058823529412
V48010651,FHA REPOSSESSED HOUSES (GROUP IX),FHA,12/13/2012,True,True,True,1012,217,2036.61,0.0,09/21/2015,283_107-38 139TH STREET,0.0,0.967741935483871
V48011424,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/13/2012,True,True,True,2688,438,4339.9,154.82,10/22/2019,209_114-69 145TH STREET,0.0,0.9883720930232558
V48012112,FHA REPOSSESSED HOUSES (GROUP IX),FHA,01/14/2013,True,True,True,2656,734,6468.11,154.82,10/22/2019,283_165-17 116TH AVENUE,0.0,0.9411764705882353
V48012503,FHA REPOSSESSED HOUSES (GROUP VI),FHA,01/14/2013,True,True,True,2656,306,3573.2,161.17,10/22/2019,273_117-24 143RD STREET,0.0,0.9647058823529412
V48012693,FHA REPOSSESSED HOUSES (GROUP X),FHA,11/14/2012,True,True,True,980,250,3076.71,0.0,07/22/2015,284_142-21 129TH AVENUE,0.0,0.9333333333333333
V48012796,FHA REPOSSESSED HOUSES (GROUP IV),FHA,12/13/2012,True,True,True,1282,607,5744.81,0.0,06/17/2016,226_115-32 173RD STREET,0.0,0.95
V48012858,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/13/2012,True,True,True,2688,753,7487.79,0.0,10/22/2019,260_163-34 CLAUDE AVENUE,0.011627906976744186,0.9767441860465116
V48013010,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/13/2012,True,True,True,2688,2004,19536.01,0.0,10/22/2019,260_120-26 178TH STREET,0.0,0.9883720930232558
V48013164,FHA REPOSSESSED HOUSES (GROUP I),FHA,01/14/2013,True,True,True,927,71,1163.43,0.0,07/30/2015,209_114-18 INWOOD STREET,0.0,0.9655172413793104
V48013900,FHA REPOSSESSED HOUSES (GROUP X),FHA,11/14/2012,True,True,True,2717,872,10400.34,582.48,10/22/2019,284_118-35 153RD STREET,0.0,0.9767441860465116
V48014604,FHA REPOSSESSED HOUSES (GROUP X),FHA,11/14/2012,True,True,True,2717,3198,32434.69,430.2,10/22/2019,284_214-15 HOLLIS AVENUE,0.0,0.9647058823529412
V48014759,FHA REPOSSESSED HOUSES (GROUP IV),FHA,07/22/2014,True,True,True,2102,292,3156.25,119.29,10/22/2019,226_119-44 INWOOD STREET,0.0,0.9855072463768116
V48016285,FHA REPOSSESSED HOUSES (GROUP X),FHA,01/14/2013,True,True,True,2656,867,8394.63,0.0,10/22/2019,284_114-54 INWOOD STREET,0.0,0.9529411764705882
V48016899,FHA REPOSSESSED HOUSES (GROUP X),FHA,11/14/2012,True,True,True,2717,650,6363.42,266.49,10/22/2019,284_119-55 177TH STREET,0.0,0.9534883720930233
V48017452,FHA REPOSSESSED HOUSES (GROUP II),FHA,12/13/2012,True,True,True,2688,1782,17484.06,0.0,10/22/2019,212_105-11 171ST PLACE,0.0,0.9651162790697675
V48017591,FHA REPOSSESSED HOUSES (GROUP V),FHA,01/14/2013,True,True,True,1253,170,1822.27,0.0,06/20/2016,260_134-19 111TH AVENUE,0.0,0.9487179487179487
V48018062,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/14/2012,True,True,True,2717,259,5050.12,539.33,10/22/2019,260_131-41 135TH PLACE,0.0,0.9883720930232558
V48018374,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/14/2012,True,True,True,2717,1303,12597.56,0.0,10/22/2019,260_134-17 120TH AVENUE,0.0,0.9767441860465116
V48018462,FHA REPOSSESSED HOUSES (GROUP VII),FHA,11/14/2012,True,True,True,2717,459,4574.28,0.0,10/22/2019,274_129-37 132ND STREET,0.0,0.9651162790697675
V48018570,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/13/2012,True,True,True,2688,279,5251.71,581.21,10/22/2019,209_114-11 130TH STREET,0.0,0.9883720930232558
V48019845,FHA REPOSSESSED HOUSES (GROUP V),FHA,01/14/2013,True,True,True,2658,926,9241.16,192.89,10/25/2019,260_133-24 135TH PLACE,0.328125,0.953125
V48019927,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/13/2012,True,True,True,2688,656,3531.27,119.29,10/22/2019,260_124-18 135TH PLACE,0.0,0.9883720930232558
V48022218,FHA REPOSSESSED HOUSES (GROUP III),FHA,11/14/2012,True,True,True,1300,707,6731.7,0.0,06/06/2016,213_145-03 123RD AVENUE,0.0,0.925
V48022226,FHA REPOSSESSED HOUSES (GROUP IV),FHA,12/13/2012,True,True,True,2685,1106,11048.97,43.15,10/22/2019,226_111-20 205TH STREET,0.0,0.9767441860465116
V48022656,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/14/2012,True,True,True,2717,1545,14741.98,0.0,10/22/2019,260_119-01 146TH STREET,0.0,0.9534883720930233
V48022683,FHA REPOSSESSED HOUSES (GROUP VI),FHA,12/13/2012,True,True,True,2688,1294,6729.62,0.0,10/21/2019,273_180-15 144TH AVENUE,0.0,0.9651162790697675
V48023530,FHA REPOSSESSED HOUSES (GROUP X),FHA,11/14/2012,True,True,True,2717,902,8748.86,0.0,10/22/2019,284_131-27 135TH PLACE,0.0,0.9534883720930233
V48023745,FHA REPOSSESSED HOUSES (GROUP VIII),FHA,01/14/2013,True,True,True,2656,433,4284.65,0.0,10/22/2019,275_109-33 130TH STREET,0.0,0.9647058823529412
V48024308,FHA REPOSSESSED HOUSES (GROUP II),FHA,11/14/2012,True,True,True,2717,757,7306.4,0.0,10/22/2019,212_114-42 139TH STREET,0.0,0.9534883720930233
V48024362,FHA REPOSSESSED HOUSES (GROUP VIII),FHA,11/14/2012,True,True,True,2717,327,3796.11,236.04,10/22/2019,275_139-10 109TH ROAD,0.0,0.9651162790697675
V48024774,FHA REPOSSESSED HOUSES (GROUP X),FHA,09/03/2018,True,True,True,600,179,1828.85,0.0,10/22/2019,284_111-27 207TH STREET,0.7647058823529411,0.9411764705882353
V52085383,FHA REPOSSESSED HOUSES (GROUP IX),FHA,11/14/2012,True,True,True,2717,1263,13395.69,543.14,10/22/2019,283_140 EAST 91ST STREET,0.0,0.9651162790697675
V52089934,FHA REPOSSESSED HOUSES (GROUP IV),FHA,12/13/2012,True,True,True,1023,418,3902.7,0.0,10/02/2015,226_82 EAST 91ST STREET,0.03125,0.96875
V52092476,FHA REPOSSESSED HOUSES (GROUP II),FHA,11/16/2012,True,True,False,2671,88,3372.01,38.07,11/10/2019,212_69-33 BAYFIELD AVENUE,0.9523809523809523,0.9880952380952381
V52158343,FHA REPOSSESSED HOUSES (GROUP X),FHA,01/14/2013,True,True,True,1178,401,3799.55,0.0,04/06/2016,284_145-12 229TH STREET,0.0,0.9459459459459459
V52173704,FHA REPOSSESSED HOUSES (GROUP IX),FHA,12/15/2012,True,True,False,2642,87,3337.45,38.07,11/10/2019,283_110 WAVERLY AVENUE,0.9523809523809523,1.0
V52207587,FHA REPOSSESSED HOUSES (GROUP IX),FHA,12/13/2012,True,True,True,2688,805,7825.87,0.0,10/22/2019,283_458 ATKINS AVENUE,0.0,0.9651162790697675
V52232165,FHA REPOSSESSED HOUSES (GROUP VI),FHA,01/14/2013,True,True,True,2656,1,3392.14,618.01,10/22/2019,273_113-44 SPRINGFIELD BOULEVARD,0.0,1.0
V52232877,FHA REPOSSESSED HOUSES (GROUP X),FHA,01/14/2013,True,True,True,980,170,1660.2,0.0,09/21/2015,284_111-37 144TH STREET,0.0,0.9333333333333333
V52232890,FHA REPOSSESSED HOUSES (GROUP VII),FHA,01/14/2013,True,True,True,1315,457,4343.78,0.0,08/31/2016,274_236-11 119TH AVENUE,0.0,0.95
V52268303,WILLIAMSBURG,BROOKLYN,10/23/2013,True,True,True,242,22,307.11,0.0,06/22/2014,2_BLD 13,0.0,0.75
V52268305,WILLIAMSBURG,BROOKLYN,02/26/2014,True,True,True,105,4,133.24,0.0,06/11/2014,2_BLD 08,0.75,0.75
V52268306,WILLIAMSBURG,BROOKLYN,11/14/2012,True,True,True,1013,102,1280.9,0.0,09/21/2015,2_BLD 01,0.0,1.0
V52268788,WILLIAMSBURG,BROOKLYN,04/28/2013,True,True,True,541,3,882.98,0.0,12/21/2014,2_BLD 09,0.0,0.9444444444444444
V52268790,WILLIAMSBURG,BROOKLYN,01/14/2013,True,True,True,489,23,724.35,33.02,08/21/2014,2_BLD 08,0.36363636363636365,0.9090909090909091
V52268797,WILLIAMSBURG,BROOKLYN,10/19/2012,True,True,True,2743,72,3493.52,157.36,10/22/2019,2_BLD 13,0.21518987341772153,0.9620253164556962
V52268798,WILLIAMSBURG,BROOKLYN,02/26/2014,True,True,True,178,5,225.88,0.0,08/23/2014,2_BLD 08,0.8333333333333334,1.0
V52268815,WILLIAMSBURG,BROOKLYN,01/14/2013,True,True,True,584,16,840.73,33.02,08/21/2014,2_BLD 08,0.0,1.0
V52268830,WILLIAMSBURG,BROOKLYN,01/14/2013,True,True,True,584,7,728.15,0.0,08/21/2014,2_BLD 08,0.42857142857142855,0.9285714285714286
V52268831,WILLIAMSBURG,BROOKLYN,06/26/2013,True,True,True,817,6,1230.69,119.29,09/21/2015,2_BLD 09,0.0,0.9629629629629629
V52268832,WILLIAMSBURG,BROOKLYN,01/14/2013,True,True,True,487,26,754.96,40.61,08/21/2014,2_BLD 08,0.2727272727272727,1.0
V52270579,WHITMAN,BROOKLYN,12/19/2012,True,True,True,189,50,556.17,117.17,06/26/2013,514_BLD 38,0.0,1.0
V52291375,FHA REPOSSESSED HOUSES (GROUP III),FHA,02/04/2014,True,True,True,2270,1037,10302.22,96.1,10/22/2019,213_115-52 147TH STREET,0.0,1.0
V52296799,MORRISANIA AIR RIGHTS,BRONX,05/05/2015,True,True,False,1825,81,2316.12,448.0,11/05/2019,267_Lot,0.08333333333333333,1.0
V52311732,FHA REPOSSESSED HOUSES (GROUP V),FHA,07/27/2018,True,True,False,633,310,3162.08,0.0,10/20/2019,260_117-11 192ND STREET,0.0,1.0
V52311736,FHA REPOSSESSED HOUSES (GROUP V),FHA,09/13/2018,True,True,False,559,29,709.4,52.03,10/29/2019,260_109-20 212TH STREET,0.0625,0.9375
V83018270,EAST 173RD STREET-VYSE AVENUE,BRONX,11/14/2012,True,True,True,1804,21247,202593.48,0.0,10/23/2017,338_BLD 04,0.017543859649122806,0.9649122807017544
V83018626,TAPSCOTT STREET REHAB,BROOKLYN,12/13/2012,True,True,True,980,7000,64838.16,0.0,08/20/2015,354_BLD 05,0.0,0.9666666666666667
V83020691,RALPH AVENUE REHAB,BROOKLYN,01/14/2013,True,True,True,1731,20484,193533.35,0.0,10/11/2017,352_BLD 02,0.0,0.9574468085106383
V83028864,NOSTRAND,BROOKLYN,12/15/2012,True,True,False,1681,28411,271303.04,0.0,07/23/2017,43_BLD 17,0.9811320754716981,1.0
V83028987,TAFT,MANHATTAN,12/13/2012,True,True,True,2700,7894,162791.15,108034.24,10/22/2019,97_BLD 10,0.013157894736842105,0.9868421052631579
V83029959,RALPH AVENUE REHAB,BROOKLYN,12/15/2012,True,True,True,2688,25975,253102.05,0.0,10/22/2019,352_BLD 01,0.47126436781609193,0.9885057471264368
V83029960,TAPSCOTT STREET REHAB,BROOKLYN,11/14/2012,True,True,True,1009,9247,85704.88,0.0,08/20/2015,354_BLD 03,0.0,0.9333333333333333
V83029967,TAPSCOTT STREET REHAB,BROOKLYN,01/14/2013,True,True,True,948,18806,175232.46,0.0,08/20/2015,354_BLD 02,0.0,0.9310344827586207
V83029972,TAPSCOTT STREET REHAB,BROOKLYN,12/13/2012,True,True,True,980,4774,44602.98,0.0,08/20/2015,354_BLD 07,0.0,0.9666666666666667
V83032897,TAPSCOTT STREET REHAB,BROOKLYN,02/19/2012,True,True,True,1269,8958,82236.44,0.0,08/11/2015,354_BLD 04,0.05,0.95
V83033049,RALPH AVENUE REHAB,BROOKLYN,01/14/2013,True,True,True,1771,27932,268128.34,0.0,11/20/2017,352_BLD 04,0.4107142857142857,0.9642857142857143
V83033257,EAST NEW YORK CITY LINE,BROOKLYN,11/16/2012,True,True,True,1726,10784,103280.22,0.0,08/08/2017,263_BLD 24,0.2222222222222222,0.9814814814814815
V84000259,ARMSTRONG I,BROOKLYN,12/15/2012,True,True,True,495,7050,64002.36,0.0,04/24/2014,210_BLD 04,1.0,1.0
V84003315,PARK ROCK REHAB,BROOKLYN,11/14/2012,True,True,True,1696,6749,66325.58,0.0,07/07/2017,351_BLD 06,0.14545454545454545,0.9636363636363636
V84003679,VAN DYKE I,BROOKLYN,01/02/2013,True,True,True,2640,882,8616.32,0.0,10/25/2019,61_BLD 24 - Community Center,0.9523809523809523,1.0
V84004732,REID APARTMENTS,BROOKLYN,11/16/2012,True,True,False,434,24319,219258.69,0.0,02/23/2014,167_BLD 10,1.0,1.0
V84005705,RALPH AVENUE REHAB,BROOKLYN,10/17/2012,True,True,True,1972,24446,233787.27,0.0,03/12/2018,352_BLD 03,0.9672131147540983,0.9836065573770492
V84005789,LOWER EAST SIDE I INFILL,MANHATTAN,01/14/2013,True,True,True,948,11956,111289.28,134.2,08/20/2015,326_BLD 03,0.0,0.9310344827586207
V84005879,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,11/14/2012,True,True,True,801,21036,194102.35,0.0,01/23/2015,293_BLD 02,0.3125,0.9375
V84008239,LOWER EAST SIDE III,MANHATTAN,12/13/2012,True,True,True,476,7594,68742.84,0.0,04/03/2014,364_BLD 01,0.0,0.9285714285714286
V84008562,RALPH AVENUE REHAB,BROOKLYN,11/14/2012,True,True,True,1796,17710,174046.02,5526.03,10/15/2017,352_BLD 05,0.0,0.9642857142857143
V84009379,SOTOMAYOR HOUSES,BRONX,12/13/2012,True,True,True,2688,1380,13536.76,39.34,10/22/2019,67_BLD 31 - Community Center,0.0,0.9534883720930233
V84009581,BUSHWICK II CDA (GROUP E),BROOKLYN,01/14/2013,True,True,True,1724,43299,414867.94,0.0,10/04/2017,324_BLD 02,0.01818181818181818,0.9818181818181818
V84009832,CROWN HEIGHTS,BROOKLYN,12/13/2012,True,True,True,1762,18263,174602.65,0.0,10/10/2017,312_BLD 03,0.0,0.9821428571428571
V84009884,CROWN HEIGHTS,BROOKLYN,12/17/2012,True,True,True,689,7138,65159.25,0.0,11/06/2014,312_BLD 06,0.0,0.9047619047619048
V84010117,OCEAN HILL-BROWNSVILLE,BROOKLYN,12/13/2012,True,True,True,1513,29066,274870.09,0.0,02/03/2017,313_BLD 01,0.07407407407407407,0.9629629629629629
V84010220,OCEAN HILL-BROWNSVILLE,BROOKLYN,10/17/2012,True,True,True,2088,46212,440409.31,111.42,07/16/2018,313_BLD 02,0.03076923076923077,0.9692307692307692
V84010247,HOWARD AVENUE-PARK PLACE,BROOKLYN,12/13/2012,True,True,True,980,9786,91451.89,0.0,08/20/2015,365_BLD 04,0.0,0.9666666666666667
V84010341,HOWARD AVENUE-PARK PLACE,BROOKLYN,10/17/2012,True,True,True,1056,11822,109941.28,0.0,09/08/2015,365_BLD 05,0.967741935483871,1.0
V84010435,POLO GROUNDS TOWERS,MANHATTAN,12/13/2012,True,True,True,2688,2518,24543.38,0.0,10/22/2019,149_BLD 08 - Community Center,0.0,0.9534883720930233
V84013075,STUYVESANT GARDENS II,BROOKLYN,11/13/2012,True,True,True,1092,2155,20197.17,0.0,11/10/2015,333_BLD 01,0.0,0.9393939393939394
